Placering;Teknisk plads;Equipment;Betegnelse;Skinnestreng;Spornummer;Fra kilometer;GPS_NORTH;GPS_EAST;Placering_Lokation
FS;837000-SPSK 103B/106;10708006;Isolerklæbestød spsk 103b/106 stødnr. 7;;10;;;;SPSK
FS;837000-SPSK 103B/106;10708007;Isolerklæbestød spsk 103b/106 stødnr. 21;;10;;;;SPSK
FS;837000-SPSK 103B/106;10708008;Isolerklæbestød spsk 103b/106 stødnr. 23;;10;;;;SPSK
FS;837000-SPSK 104;10708017;Isolerklæbestød spsk 104 stødnr. 8;;10;;;;SPSK
FS;837000-SPSK 104;10708018;Isolerklæbestød spsk 104 stødnr. 10;;10;;;;SPSK
FS;837000-SPSK 105;10708019;Isolerklæbestød spsk 105 stødnr. 8;;13;;;;SPSK
FS;837000-SPSK 105;10708020;Isolerklæbestød spsk 105 stødnr. 10;;13;;;;SPSK
FS;837000-SPSK 107;10708021;Isolerklæbestød spsk 107 stødnr. 8;;21;;;;SPSK
FS;837000-SPSK 107;10708022;Isolerklæbestød spsk 107 stødnr. 10;;21;;;;SPSK
FS;837000-SPSK 108A;10708023;Isolerklæbestød spsk 108a stødnr. 8;;AM_22a;;;;SPSK
FS;837000-SPSK 108A;10708024;Isolerklæbestød spsk 108a stødnr. 10;;AM_22a;;;;SPSK
FS;837000-SPSK 108B;10708025;Isolerklæbestød spsk 108b stødnr. 8;;22;;;;SPSK
FS;837000-SPSK 108B;10708026;Isolerklæbestød spsk 108b stødnr. 10;;22;;;;SPSK
FS;837000-SPSK 109;10708027;Isolerklæbestød spsk 109 stødnr. 8;;10;;;;SPSK
FS;837000-SPSK 109;10708028;Isolerklæbestød spsk 109 stødnr. 10;;10;;;;SPSK
FS;837000-SPSK 109;10708029;Isolerklæbestød spsk 109 stødnr. 11;;10;;;;SPSK
FS;837000-SPSK 109;10708030;Isolerklæbestød spsk 109 stødnr. 12;;10;;;;SPSK
FS;837000-SPSK 110;10708031;Isolerklæbestød spsk 110 stødnr. 8;;1;;;;SPSK
FS;837000-SPSK 110;10708032;Isolerklæbestød spsk 110 stødnr. 10;;1;;;;SPSK
SAM-DYT;842008-SPOR 1.HSP;10709546;Isolerklæbestød Km 7,237 spor 1.hsp H;Højre;1.hsp;7,237 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709547;Isolerklæbestød Km 7,237 spor 1.hsp V;Venstre;1.hsp;7,237 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709548;Isolerklæbestød Km 7,990 spor 1.hsp H;Højre;1.hsp;7,990 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709549;Isolerklæbestød Km 7,990 spor 1.hsp V;Venstre;1.hsp;7,990 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709550;Isolerklæbestød Km 8,724 spor 1.hsp H;Højre;1.hsp;8,724 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709551;Isolerklæbestød Km 8,724 spor 1.hsp V;Venstre;1.hsp;8,724 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709552;Isolerklæbestød Km 9,325 spor 1.hsp H;Højre;1.hsp;9,325 Km;;;SPOR
SAM-DYT;842008-SPOR 1.HSP;10709553;Isolerklæbestød Km 9,325 spor 1.hsp V;Venstre;1.hsp;9,325 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709554;Isolerklæbestød Km 7,566 spor 2.hsp H;Højre;2.hsp;7,566 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709555;Isolerklæbestød Km 7,566 spor 2.hsp V;Venstre;2.hsp;7,566 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709556;Isolerklæbestød Km 8,271 spor 2.hsp H;Højre;2.hsp;8,271 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709557;Isolerklæbestød Km 8,271 spor 2.hsp V;Venstre;2.hsp;8,271 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709558;Isolerklæbestød Km 9,022 spor 2.hsp H;Højre;2.hsp;9,022 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709559;Isolerklæbestød Km 9,022 spor 2.hsp V;Venstre;2.hsp;9,022 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709560;Isolerklæbestød Km 9,652 spor 2.hsp H;Højre;2.hsp;9,652 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709561;Isolerklæbestød Km 9,652 spor 2.hsp V;Venstre;2.hsp;9,652 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709562;Isolerklæbestød Km 9,818 spor 2.hsp H;Højre;2.hsp;9,818 Km;;;SPOR
SAM-DYT;842008-SPOR 2.HSP;10709563;Isolerklæbestød Km 9,818 spor 2.hsp V;Venstre;2.hsp;9,818 Km;;;SPOR
DYT;842011-SPOR 1;10709564;Isolerklæbestød Km 9,895 spor 1 H;Højre;1;9,895 Km;;;SPOR
DYT;842011-SPOR 1;10709565;Isolerklæbestød Km 9,895 spor 1 V;Venstre;1;9,895 Km;;;SPOR
DYT;842011-SPOR 1;10709566;Isolerklæbestød Km 10,148 spor 1 H;Højre;1;10,148 Km;;;SPOR
DYT;842011-SPOR 1;10709567;Isolerklæbestød Km 10,148 spor 1 V;Venstre;1;10,148 Km;;;SPOR
DYT;842011-SPOR 1;10709568;Isolerklæbestød Km 10,186 spor 1 H;Højre;1;10,186 Km;;;SPOR
DYT;842011-SPOR 1;10709569;Isolerklæbestød Km 10,186 spor 1 V;Venstre;1;10,186 Km;;;SPOR
DYT;842011-SPOR 1;10709570;Isolerklæbestød Km 10,279 spor 1 H;Højre;1;10,279 Km;;;SPOR
DYT;842011-SPOR 1;10709571;Isolerklæbestød Km 10,279 spor 1 V;Venstre;1;10,279 Km;;;SPOR
DYT;842011-SPOR 1;10709572;Isolerklæbestød Km 10,399 spor 1 H;Højre;1;10,399 Km;;;SPOR
DYT;842011-SPOR 1;10709573;Isolerklæbestød Km 10,399 spor 1 V;Venstre;1;10,399 Km;;;SPOR
DYT;842011-SPOR 1;10709574;Isolerklæbestød Km 10,450 spor 1 H;Højre;1;10,450 Km;;;SPOR
DYT;842011-SPOR 1;10709575;Isolerklæbestød Km 10,450 spor 1 V;Venstre;1;10,450 Km;;;SPOR
DYT;842011-SPOR 1;10709576;Isolerklæbestød Km 10,681 spor 1 H;Højre;1;10,681 Km;;;SPOR
DYT;842011-SPOR 1;10709577;Isolerklæbestød Km 10,681 spor 1 V;Venstre;1;10,681 Km;;;SPOR
DYT;842011-SPOR 1;10709578;Isolerklæbestød Km 10,803 spor 1 H;Højre;1;10,803 Km;;;SPOR
DYT;842011-SPOR 1;10709579;Isolerklæbestød Km 10,803 spor 1 V;Venstre;1;10,803 Km;;;SPOR
DYT;842011-SPOR 1;10709580;Isolerklæbestød Km 11,046 spor 1 H;Højre;1;11,046 Km;;;SPOR
DYT;842011-SPOR 1;10709581;Isolerklæbestød Km 11,046 spor 1 V;Venstre;1;11,046 Km;;;SPOR
DYT;842011-SPOR 2;10709582;Isolerklæbestød Km 10,161 spor 2 H;Højre;2;10,161 Km;;;SPOR
DYT;842011-SPOR 2;10709583;Isolerklæbestød Km 10,161 spor 2 V;Venstre;2;10,161 Km;;;SPOR
DYT;842011-SPOR 2;10709584;Isolerklæbestød Km 10,234 spor 2 H;Højre;2;10,234 Km;;;SPOR
DYT;842011-SPOR 2;10709585;Isolerklæbestød Km 10,234 spor 2 V;Venstre;2;10,234 Km;;;SPOR
DYT;842011-SPOR 2;10709586;Isolerklæbestød Km 10,299 spor 2 H;Højre;2;10,299 Km;;;SPOR
DYT;842011-SPOR 2;10709587;Isolerklæbestød Km 10,299 spor 2 V;Venstre;2;10,299 Km;;;SPOR
DYT;842011-SPOR 2;10709588;Isolerklæbestød Km 10,424 spor 2 H;Højre;2;10,424 Km;;;SPOR
DYT;842011-SPOR 2;10709589;Isolerklæbestød Km 10,424 spor 2 V;Venstre;2;10,424 Km;;;SPOR
DYT;842011-SPOR 2;10709590;Isolerklæbestød Km 10,681 spor 2 H;Højre;2;10,681 Km;;;SPOR
DYT;842011-SPOR 2;10709591;Isolerklæbestød Km 10,681 spor 2 V;Venstre;2;10,681 Km;;;SPOR
DYT;842011-SPOR 2;10709592;Isolerklæbestød Km 10,759 spor 2 H;Højre;2;10,759 Km;;;SPOR
DYT;842011-SPOR 2;10709593;Isolerklæbestød Km 10,759 spor 2 V;Venstre;2;10,759 Km;;;SPOR
DYT;842011-SPOR 2;10709594;Isolerklæbestød Km 11,007 spor 2 H;Højre;2;11,007 Km;;;SPOR
DYT;842011-SPOR 2;10709595;Isolerklæbestød Km 11,007 spor 2 V;Venstre;2;11,007 Km;;;SPOR
DYT;842011-SPSK 01A;10709815;Isolerklæbestød spsk 01a stødnr 7;;1;;;;SPSK
DYT;842011-SPSK 01A;10709816;Isolerklæbestød spsk 01a stødnr 9;;1;;;;SPSK
DYT;842011-SPSK 01A;10709817;Isolerklæbestød spsk 01a stødnr 13;;1;;;;SPSK
DYT;842011-SPSK 01A;10709818;Isolerklæbestød spsk 01a stødnr 14;;1;;;;SPSK
DYT;842011-SPSK 01B;10709819;Isolerklæbestød spsk 01b stødnr 7;;2;;;;SPSK
DYT;842011-SPSK 01B;10709820;Isolerklæbestød spsk 01b stødnr 9;;2;;;;SPSK
DYT;842011-SPSK 02A;10709821;Isolerklæbestød spsk 02a stødnr 8;;2;;;;SPSK
DYT;842011-SPSK 02A;10709822;Isolerklæbestød spsk 02a stødnr 10;;2;;;;SPSK
DYT;842011-SPSK 02B;10709823;Isolerklæbestød spsk 02b stødnr 7;;1;;;;SPSK
DYT;842011-SPSK 02B;10709824;Isolerklæbestød spsk 02b stødnr 9;;1;;;;SPSK
DYT;842011-SPSK 02B;10709825;Isolerklæbestød spsk 02b stødnr 11;;1;;;;SPSK
DYT;842011-SPSK 02B;10709826;Isolerklæbestød spsk 02b stødnr 12;;1;;;;SPSK
DYT;842011-SPSK 02B;10709827;Isolerklæbestød spsk 02b stødnr 13;;1;;;;SPSK
DYT;842011-SPSK 02B;10709828;Isolerklæbestød spsk 02b stødnr 14;;1;;;;SPSK
DYT-BUD;842012-SPOR 1.HSP;10709596;Isolerklæbestød Km 11,668 spor 1.hsp H;Højre;1.hsp;11,668 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709597;Isolerklæbestød Km 11,668 spor 1.hsp V;Venstre;1.hsp;11,668 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709598;Isolerklæbestød Km 12,004 spor 1.hsp H;Højre;1.hsp;12,004 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709599;Isolerklæbestød Km 12,004 spor 1.hsp V;Venstre;1.hsp;12,004 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709600;Isolerklæbestød Km 12,254 spor 1.hsp H;Højre;1.hsp;12,254 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709601;Isolerklæbestød Km 12,254 spor 1.hsp V;Venstre;1.hsp;12,254 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709602;Isolerklæbestød Km 12,853 spor 1.hsp H;Højre;1.hsp;12,853 Km;;;SPOR
DYT-BUD;842012-SPOR 1.HSP;10709603;Isolerklæbestød Km 12,853 spor 1.hsp V;Venstre;1.hsp;12,853 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709604;Isolerklæbestød Km 11,402 spor 2.hsp H;Højre;2.hsp;11,402 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709605;Isolerklæbestød Km 11,402 spor 2.hsp V;Venstre;2.hsp;11,402 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709606;Isolerklæbestød Km 12,004 spor 2.hsp H;Højre;2.hsp;12,004 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709607;Isolerklæbestød Km 12,004 spor 2.hsp V;Venstre;2.hsp;12,004 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709608;Isolerklæbestød Km 12,254 spor 2.hsp H;Højre;2.hsp;12,254 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709609;Isolerklæbestød Km 12,254 spor 2.hsp V;Venstre;2.hsp;12,254 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709610;Isolerklæbestød Km 12,584 spor 2.hsp H;Højre;2.hsp;12,584 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709611;Isolerklæbestød Km 12,584 spor 2.hsp V;Venstre;2.hsp;12,584 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709612;Isolerklæbestød Km 12,808 spor 2.hsp H;Højre;2.hsp;12,808 Km;;;SPOR
DYT-BUD;842012-SPOR 2.HSP;10709613;Isolerklæbestød Km 12,808 spor 2.hsp V;Venstre;2.hsp;12,808 Km;;;SPOR
BUD;842013-SPOR 1;10709614;Isolerklæbestød Km 13,126 spor 1 H;Højre;1;13,126 Km;;;SPOR
BUD;842013-SPOR 1;10709615;Isolerklæbestød Km 13,126 spor 1 V;Venstre;1;13,126 Km;;;SPOR
BUD;842013-SPOR 1;10709616;Isolerklæbestød Km 13,328 spor 1 H;Højre;1;13,328 Km;;;SPOR
BUD;842013-SPOR 1;10709617;Isolerklæbestød Km 13,328 spor 1 V;Venstre;1;13,328 Km;;;SPOR
BUD;842013-SPOR 1;10709618;Isolerklæbestød Km 13,412 spor 1 H;Højre;1;13,412 Km;;;SPOR
BUD;842013-SPOR 1;10709619;Isolerklæbestød Km 13,412 spor 1 V;Venstre;1;13,412 Km;;;SPOR
BUD;842013-SPOR 1;10709620;Isolerklæbestød Km 13,499 spor 1 H;Højre;1;13,499 Km;;;SPOR
BUD;842013-SPOR 1;10709621;Isolerklæbestød Km 13,499 spor 1 V;Venstre;1;13,499 Km;;;SPOR
BUD;842013-SPOR 1;10709622;Isolerklæbestød Km 13,547 spor 1 H;Højre;1;13,547 Km;;;SPOR
BUD;842013-SPOR 1;10709623;Isolerklæbestød Km 13,547 spor 1 V;Venstre;1;13,547 Km;;;SPOR
BUD;842013-SPOR 1;10709624;Isolerklæbestød Km 13,686 spor 1 H;Højre;1;13,686 Km;;;SPOR
BUD;842013-SPOR 1;10709625;Isolerklæbestød Km 13,686 spor 1 V;Venstre;1;13,686 Km;;;SPOR
BUD;842013-SPOR 1;10709626;Isolerklæbestød Km 13,925 spor 1 H;Højre;1;13,925 Km;;;SPOR
BUD;842013-SPOR 1;10709627;Isolerklæbestød Km 13,925 spor 1 V;Venstre;1;13,925 Km;;;SPOR
BUD;842013-SPOR 1;10709628;Isolerklæbestød Km 14,061 spor 1 H;Højre;1;14,061 Km;;;SPOR
BUD;842013-SPOR 1;10709629;Isolerklæbestød Km 14,061 spor 1 V;Venstre;1;14,061 Km;;;SPOR
BUD;842013-SPOR 1;10709630;Isolerklæbestød Km 14,292 spor 1 H;Højre;1;14,292 Km;;;SPOR
BUD;842013-SPOR 1;10709631;Isolerklæbestød Km 14,292 spor 1 V;Venstre;1;14,292 Km;;;SPOR
BUD;842013-SPOR 2;10709632;Isolerklæbestød Km 13,150 spor 2 H;Højre;2;13,150 Km;;;SPOR
BUD;842013-SPOR 2;10709633;Isolerklæbestød Km 13,150 spor 2 V;Venstre;2;13,150 Km;;;SPOR
BUD;842013-SPOR 2;10709634;Isolerklæbestød Km 13,407 spor 2 H;Højre;2;13,407 Km;;;SPOR
BUD;842013-SPOR 2;10709635;Isolerklæbestød Km 13,407 spor 2 V;Venstre;2;13,407 Km;;;SPOR
BUD;842013-SPOR 2;10709636;Isolerklæbestød Km 13,490 spor 2 H;Højre;2;13,490 Km;;;SPOR
BUD;842013-SPOR 2;10709637;Isolerklæbestød Km 13,490 spor 2 V;Venstre;2;13,490 Km;;;SPOR
BUD;842013-SPOR 2;10709638;Isolerklæbestød Km 13,627 spor 2 H;Højre;2;13,627 Km;;;SPOR
BUD;842013-SPOR 2;10709639;Isolerklæbestød Km 13,627 spor 2 V;Venstre;2;13,627 Km;;;SPOR
BUD;842013-SPOR 2;10709640;Isolerklæbestød Km 13,905 spor 2 H;Højre;2;13,905 Km;;;SPOR
BUD;842013-SPOR 2;10709641;Isolerklæbestød Km 13,905 spor 2 V;Venstre;2;13,905 Km;;;SPOR
BUD;842013-SPOR 2;10709642;Isolerklæbestød Km 14,050 spor 2 H;Højre;2;14,050 Km;;;SPOR
BUD;842013-SPOR 2;10709643;Isolerklæbestød Km 14,050 spor 2 V;Venstre;2;14,050 Km;;;SPOR
BUD;842013-SPOR 2;10709644;Isolerklæbestød Km 14,130 spor 2 H;Højre;2;14,130 Km;;;SPOR
BUD;842013-SPOR 2;10709645;Isolerklæbestød Km 14,130 spor 2 V;Venstre;2;14,130 Km;;;SPOR
BUD;842013-SPOR 2;10709646;Isolerklæbestød Km 14,342 spor 2 H;Højre;2;14,342 Km;;;SPOR
BUD;842013-SPOR 2;10709647;Isolerklæbestød Km 14,342 spor 2 V;Venstre;2;14,342 Km;;;SPOR
BUD;842013-SPOR 22;10709648;Isolerklæbestød Km 14,086 spor 22 V;Venstre;22;14,086 Km;;;SPOR
BUD;842013-SPOR 22;10709649;Isolerklæbestød Km 14,155 spor 22 H;Højre;22;14,155 Km;;;SPOR
BUD;842013-SPOR 22;10709650;Isolerklæbestød Km 14,155 spor 22 V;Venstre;22;14,155 Km;;;SPOR
BUD;842013-SPOR 22;10709651;Isolerklæbestød Km 14,332 spor 22 H;Højre;22;14,332 Km;;;SPOR
BUD;842013-SPSK 01A;10709829;Isolerklæbestød spsk 01a stødnr 7;;2;;;;SPSK
BUD;842013-SPSK 01A;10709830;Isolerklæbestød spsk 01a stødnr 9;;2;;;;SPSK
BUD;842013-SPSK 01A;10709831;Isolerklæbestød spsk 01a stødnr 13;;2;;;;SPSK
BUD;842013-SPSK 01A;10709832;Isolerklæbestød spsk 01a stødnr 14;;2;;;;SPSK
BUD;842013-SPSK 01B;10709833;Isolerklæbestød spsk 01b stødnr 7;;1;;;;SPSK
BUD;842013-SPSK 01B;10709834;Isolerklæbestød spsk 01b stødnr 9;;1;;;;SPSK
BUD;842013-SPSK 04A;10709835;Isolerklæbestød spsk 04a stødnr 8;;1;;;;SPSK
BUD;842013-SPSK 04A;10709836;Isolerklæbestød spsk 04a stødnr 10;;1;;;;SPSK
BUD;842013-SPSK 04A;10709837;Isolerklæbestød spsk 04a stødnr 11;;1;;;;SPSK
BUD;842013-SPSK 04A;10709838;Isolerklæbestød spsk 04a stødnr 12;;1;;;;SPSK
BUD;842013-SPSK 04A;10709839;Isolerklæbestød spsk 04a stødnr 13;;1;;;;SPSK
BUD;842013-SPSK 04A;10709840;Isolerklæbestød spsk 04a stødnr 14;;1;;;;SPSK
BUD;842013-SPSK 04A-05B;10709857;Isolerklæbestød spsk 04a-05b stødnr 6;;121;;;;SPSK
BUD;842013-SPSK 04A-05B;10709858;Isolerklæbestød spsk 04a-05b stødnr 8;;121;;;;SPSK
BUD;842013-SPSK 04A-05B;10709859;Isolerklæbestød spsk 04a-05b stødnr 22;;121;;;;SPSK
BUD;842013-SPSK 04A-05B;10709860;Isolerklæbestød spsk 04a-05b stødnr 24;;121;;;;SPSK
BUD;842013-SPSK 04B;10709841;Isolerklæbestød spsk 04b stødnr 1;;2;;;;SPSK
BUD;842013-SPSK 04B;10709842;Isolerklæbestød spsk 04b stødnr 2;;2;;;;SPSK
BUD;842013-SPSK 04B;10709843;Isolerklæbestød spsk 04b stødnr 8;;2;;;;SPSK
BUD;842013-SPSK 04B;10709844;Isolerklæbestød spsk 04b stødnr 10;;2;;;;SPSK
BUD;842013-SPSK 04B;10709845;Isolerklæbestød spsk 04b stødnr 13;;2;;;;SPSK
BUD;842013-SPSK 04B;10709846;Isolerklæbestød spsk 04b stødnr 14;;2;;;;SPSK
BUD;842013-SPSK 05A;10709847;Isolerklæbestød spsk 05a stødnr 7;;2;;;;SPSK
BUD;842013-SPSK 05A;10709848;Isolerklæbestød spsk 05a stødnr 9;;2;;;;SPSK
BUD;842013-SPSK 05A;10709849;Isolerklæbestød spsk 05a stødnr 11;;2;;;;SPSK
BUD;842013-SPSK 05A;10709850;Isolerklæbestød spsk 05a stødnr 12;;2;;;;SPSK
BUD;842013-SPSK 05A;10709851;Isolerklæbestød spsk 05a stødnr 13;;2;;;;SPSK
BUD;842013-SPSK 05A;10709852;Isolerklæbestød spsk 05a stødnr 14;;2;;;;SPSK
BUD;842013-SPSK 05A-04A;10709861;Isolerklæbestød spsk 05a-04a stødnr 6;;121;;;;SPSK
BUD;842013-SPSK 05A-04A;10709862;Isolerklæbestød spsk 05a-04a stødnr 8;;121;;;;SPSK
BUD;842013-SPSK 05A-04A;10709863;Isolerklæbestød spsk 05a-04a stødnr 22;;121;;;;SPSK
BUD;842013-SPSK 05A-04A;10709864;Isolerklæbestød spsk 05a-04a stødnr 24;;121;;;;SPSK
BUD;842013-SPSK 05B;10709853;Isolerklæbestød spsk 05b stødnr 8;;1;;;;SPSK
BUD;842013-SPSK 05B;10709854;Isolerklæbestød spsk 05b stødnr 10;;1;;;;SPSK
BUD;842013-SPSK 05B;10709855;Isolerklæbestød spsk 05b stødnr 13;;1;;;;SPSK
BUD;842013-SPSK 05B;10709856;Isolerklæbestød spsk 05b stødnr 14;;1;;;;SPSK
BUD;842013-SPSK 06A;10709865;Isolerklæbestød spsk 06a stødnr 8;;2;;;;SPSK
BUD;842013-SPSK 06A;10709866;Isolerklæbestød spsk 06a stødnr 10;;2;;;;SPSK
BUD;842013-SPSK 06A;10709867;Isolerklæbestød spsk 06a stødnr 13;;2;;;;SPSK
BUD;842013-SPSK 06A;10709868;Isolerklæbestød spsk 06a stødnr 14;;2;;;;SPSK
BUD;842013-SPSK 06B;10709869;Isolerklæbestød spsk 06b stødnr 8;;22;;;;SPSK
BUD;842013-SPSK 06B;10709870;Isolerklæbestød spsk 06b stødnr 10;;22;;;;SPSK
BUD-HAR;842016-SPOR 1.HSP;10709652;Isolerklæbestød Km 15,101 spor 1.hsp V;Venstre;1.hsp;15,101 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709653;Isolerklæbestød Km 15,101 spor 1.hsp H;Højre;1.hsp;15,101 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709654;Isolerklæbestød Km 15,725 spor 1.hsp V;Venstre;1.hsp;15,725 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709655;Isolerklæbestød Km 15,725 spor 1.hsp H;Højre;1.hsp;15,725 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709656;Isolerklæbestød Km 16,301 spor 1.hsp V;Venstre;1.hsp;16,301 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709657;Isolerklæbestød Km 16,301 spor 1.hsp H;Højre;1.hsp;16,301 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709658;Isolerklæbestød Km 16,905 spor 1.hsp V;Venstre;1.hsp;16,905 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709659;Isolerklæbestød Km 16,905 spor 1.hsp H;Højre;1.hsp;16,905 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709660;Isolerklæbestød Km 17,394 spor 1.hsp V;Venstre;1.hsp;17,394 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709661;Isolerklæbestød Km 17,394 spor 1.hsp H;Højre;1.hsp;17,394 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709662;Isolerklæbestød Km 17,769 spor 1.hsp V;Venstre;1.hsp;17,769 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709663;Isolerklæbestød Km 17,769 spor 1.hsp H;Højre;1.hsp;17,769 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709664;Isolerklæbestød Km 18,369 spor 1.hsp V;Venstre;1.hsp;18,369 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709665;Isolerklæbestød Km 18,369 spor 1.hsp H;Højre;1.hsp;18,369 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709666;Isolerklæbestød Km 19,189 spor 1.hsp V;Venstre;1.hsp;19,189 Km;;;SPOR
BUD-HAR;842016-SPOR 1.HSP;10709667;Isolerklæbestød Km 19,189 spor 1.hsp H;Højre;1.hsp;19,189 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709668;Isolerklæbestød Km 14,702 spor 2.hsp H;Højre;2.hsp;14,702 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709669;Isolerklæbestød Km 14,702 spor 2.hsp V;Venstre;2.hsp;14,702 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709670;Isolerklæbestød Km 15,471 spor 2.hsp H;Højre;2.hsp;15,471 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709671;Isolerklæbestød Km 15,471 spor 2.hsp V;Venstre;2.hsp;15,471 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709672;Isolerklæbestød Km 16,058 spor 2.hsp H;Højre;2.hsp;16,058 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709673;Isolerklæbestød Km 16,058 spor 2.hsp V;Venstre;2.hsp;16,058 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709674;Isolerklæbestød Km 16,634 spor 2.hsp H;Højre;2.hsp;16,634 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709675;Isolerklæbestød Km 16,634 spor 2.hsp V;Venstre;2.hsp;16,634 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709676;Isolerklæbestød Km 17,238 spor 2.hsp H;Højre;2.hsp;17,238 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709677;Isolerklæbestød Km 17,238 spor 2.hsp V;Venstre;2.hsp;17,238 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709678;Isolerklæbestød Km 17,615 spor 2.hsp H;Højre;2.hsp;17,615 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709679;Isolerklæbestød Km 17,615 spor 2.hsp V;Venstre;2.hsp;17,615 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709680;Isolerklæbestød Km 18,108 spor 2.hsp H;Højre;2.hsp;18,108 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709681;Isolerklæbestød Km 18,108 spor 2.hsp V;Venstre;2.hsp;18,108 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709682;Isolerklæbestød Km 18,709 spor 2.hsp H;Højre;2.hsp;18,709 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709683;Isolerklæbestød Km 18,709 spor 2.hsp V;Venstre;2.hsp;18,709 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709684;Isolerklæbestød Km 19,189 spor 2.hsp H;Højre;2.hsp;19,189 Km;;;SPOR
BUD-HAR;842016-SPOR 2.HSP;10709685;Isolerklæbestød Km 19,189 spor 2.hsp V;Venstre;2.hsp;19,189 Km;;;SPOR
HAR;842019-SPOR 1;10709686;Isolerklæbestød Km 19,941 spor 1 H;Højre;1;19,941 Km;;;SPOR
HAR;842019-SPOR 1;10709687;Isolerklæbestød Km 19,941 spor 1 V;Venstre;1;19,941 Km;;;SPOR
HAR;842019-SPOR 1;10709688;Isolerklæbestød Km 19,992 spor 1 H;Højre;1;19,992 Km;;;SPOR
HAR;842019-SPOR 1;10709689;Isolerklæbestød Km 19,992 spor 1 V;Venstre;1;19,992 Km;;;SPOR
HAR;842019-SPOR 1;10709690;Isolerklæbestød Km 20,087 spor 1 H;Højre;1;20,087 Km;;;SPOR
