Placering;Teknisk plads;Equipment;Betegnelse;Skinnestreng;Spornummer;Fra kilometer;GPS_NORTH;GPS_EAST;Placering_Lokation
KJ;042053-SPSK N217;10629228;Isolerklæbestød spsk N217 stødnr. 10;;2;;;;SPSK
KJ;042053-SPSK N218;10629229;Isolerklæbestød spsk SN218 stødnr. 8;;2;;;;SPSK
KJ;042053-SPSK N218;10629230;Isolerklæbestød spsk SN218 stødnr. 10;;2;;;;SPSK
KJ;042053-SPSK N218;10629231;Isolerklæbestød spsk SN218 stødnr. 11;;2;;;;SPSK
KJ;042053-SPSK N218;10629232;Isolerklæbestød spsk SN218 stødnr. 12;;2;;;;SPSK
KJ;042053-SPSK N219;10629235;Isolerklæbestød spsk SN219 stødnr. 8;;3;;;;SPSK
KJ;042053-SPSK N219;10629236;Isolerklæbestød spsk SN219 stødnr. 10;;3;;;;SPSK
KJ;042053-SPSK N219;10629237;Isolerklæbestød spsk SN219 stødnr. 11;;3;;;;SPSK
KJ;042053-SPSK N219;10629238;Isolerklæbestød spsk SN219 stødnr. 12;;3;;;;SPSK
KJ;042053-SPSK N220;10629239;Isolerklæbestød spsk SN220 stødnr. 8;;2;;;;SPSK
KJ;042053-SPSK N220;10629240;Isolerklæbestød spsk SN220 stødnr. 10;;2;;;;SPSK
KJ;042053-SPSK N220;10629241;Isolerklæbestød spsk SN220 stødnr. 11;;2;;;;SPSK
KJ;042053-SPSK N220;10629242;Isolerklæbestød spsk SN220 stødnr. 12;;2;;;;SPSK
KJ;042053-SPSK N221;10629233;Isolerklæbestød spsk SN221 stødnr. 8;;3;;;;SPSK
KJ;042053-SPSK N221;10629234;Isolerklæbestød spsk SN221 stødnr. 10;;3;;;;SPSK
KJ;042053-SPSK N222;10629243;Isolerklæbestød spsk SN222 stødnr. 1;;4;;;;SPSK
KJ;042053-SPSK N222;10629244;Isolerklæbestød spsk SN222 stødnr. 8;;4;;;;SPSK
KJ;042053-SPSK N222;10629245;Isolerklæbestød spsk SN222 stødnr. 10;;4;;;;SPSK
KJ;042053-SPSK N223;10629246;Isolerklæbestød spsk SN223 stødnr. 7;;4;;;;SPSK
KJ;042053-SPSK N223;10629247;Isolerklæbestød spsk SN223 stødnr. 9;;4;;;;SPSK
KJ;042053-SPSK N224;10629248;Isolerklæbestød spsk SN224 stødnr. 7;;4;;;;SPSK
KJ;042053-SPSK N224;10629249;Isolerklæbestød spsk SN224 stødnr. 9;;4;;;;SPSK
KJ;042053-SPSK N225;10629250;Isolerklæbestød spsk SN225 stødnr. 7;;4;;;;SPSK
KJ;042053-SPSK N225;10629251;Isolerklæbestød spsk SN225 stødnr. 9;;4;;;;SPSK
KJ;042053-SPSK N225;10629252;Isolerklæbestød spsk SN225 stødnr. 13;;4;;;;SPSK
KJ;042053-SPSK N225;10629253;Isolerklæbestød spsk SN225 stødnr. 14;;4;;;;SPSK
KJ;042053-SPSK PRIV_BLNR_203;10188413;Isolerklæbestød;;;;;;
KJ;042053-SPSK PRIV_BLNR_204;10524468;Isolerklæbestød;;;;;;
KJ;042053-SPSK SN212;10629209;Isolerklæbestød spsk SN212 stødnr. 3;;0;;;;SPSK
KJ;042053-SPSK SN212;10629210;Isolerklæbestød spsk SN212 stødnr. 4;;0;;;;SPSK
KJ;042053-SPSK SN212;10629211;Isolerklæbestød spsk SN212 stødnr. 5;;0;;;;SPSK
KJ;042053-SPSK SN212;10629212;Isolerklæbestød spsk SN212 stødnr. 7;;0;;;;SPSK
KJ;042053-SPSK SN212;10629213;Isolerklæbestød spsk SN212 stødnr. 21;;0;;;;SPSK
KJ;042053-SPSK SN212;10629214;Isolerklæbestød spsk SN212 stødnr. 23;;0;;;;SPSK
KJ;042053-SPSK SN214;10629215;Isolerklæbestød spsk SN214 stødnr. 13;;2;;;;SPSK
KJ;042053-SPSK SN214;10629216;Isolerklæbestød spsk SN214 stødnr. 14;;2;;;;SPSK
KJ;042053-SPSK SN214;10629217;Isolerklæbestød spsk SN214 stødnr. 8;;2;;;;SPSK
KJ;042053-SPSK SN214;10629218;Isolerklæbestød spsk SN214 stødnr. 10;;2;;;;SPSK
KJ;042053-SPSK SN215;10629219;Isolerklæbestød spsk SN215 stødnr. 8;;1;;;;SPSK
KJ;042053-SPSK SN215;10629220;Isolerklæbestød spsk SN215 stødnr. 10;;1;;;;SPSK
KJ-HF;042056-SPOR E;10180301;Isolerklæbestød: H;;;;;;
KJ-HF;042056-SPOR E;10183912;Isolerklæbestød: V;;;;;;
HF;042059-SPOR 1;10627635;Isolerklæbestød km 58,982 spor 1 H;Højre;1;58,982 Km;;;SPOR
HF;042059-SPOR 1;10627636;Isolerklæbestød km 58,982 spor 1 V;Venstre;1;58,982 Km;;;SPOR
HF;042059-SPOR 1;10627637;Isolerklæbestød km 59,455 spor 1 H;Højre;1;59,455 Km;;;SPOR
HF;042059-SPOR 1;10627638;Isolerklæbestød km 59,455 spor 1 V;Venstre;1;59,455 Km;;;SPOR
HF;042059-SPOR 2;10627639;Isolerklæbestød km 58,360 spor 2 H;Højre;2;58,360 Km;;;SPOR
HF;042059-SPOR 2;10627640;Isolerklæbestød km 58,360 spor 2 V;Venstre;2;58,360 Km;;;SPOR
HF;042059-SPOR 2;10627641;Isolerklæbestød km 58,440 spor 2 H;Højre;2;58,440 Km;;;SPOR
HF;042059-SPOR 2;10627642;Isolerklæbestød km 58,440 spor 2 V;Venstre;2;58,440 Km;;;SPOR
HF;042059-SPOR 2;10627643;Isolerklæbestød km 58,885 spor 2 H;Højre;2;58,885 Km;;;SPOR
HF;042059-SPOR 2;10627644;Isolerklæbestød km 58,885 spor 2 V;Venstre;2;58,885 Km;;;SPOR
HF;042059-SPOR 2;10627645;Isolerklæbestød km 58,982 spor 2 H;Højre;2;58,982 Km;;;SPOR
HF;042059-SPOR 2;10627646;Isolerklæbestød km 58,982 spor 2 V;Venstre;2;58,982 Km;;;SPOR
HF;042059-SPOR 2;10627647;Isolerklæbestød km 59,455 spor 2 H;Højre;2;59,455 Km;;;SPOR
HF;042059-SPOR 2;10627648;Isolerklæbestød km 59,455 spor 2 V;Venstre;2;59,455 Km;;;SPOR
HF;042059-SPOR 2;10627649;Isolerklæbestød km 59,555 spor 2 H;Højre;2;59,555 Km;;;SPOR
HF;042059-SPOR 2;10627650;Isolerklæbestød km 59,555 spor 2 V;Venstre;2;59,555 Km;;;SPOR
HF;042059-SPOR 2;10627651;Isolerklæbestød km 60,010 spor 2 H;Højre;2;60,010 Km;;;SPOR
HF;042059-SPOR 2;10627652;Isolerklæbestød km 60,010 spor 2 V;Venstre;2;60,010 Km;;;SPOR
HF;042059-SPOR 2;10627653;Isolerklæbestød km 60,070 spor 2 H;Højre;2;60,070 Km;;;SPOR
HF;042059-SPOR 2;10627654;Isolerklæbestød km 60,070 spor 2 V;Venstre;2;60,070 Km;;;SPOR
HF;042059-SPSK 01;10629266;Isolerklæbestød spsk 01 stødnr. 8;;2;;;;SPSK
HF;042059-SPSK 01;10629267;Isolerklæbestød spsk 01 stødnr. 10;;2;;;;SPSK
HF;042059-SPSK 02;10629268;Isolerklæbestød spsk 02 stødnr. 8;;2;;;;SPSK
HF;042059-SPSK 02;10629269;Isolerklæbestød spsk 02 stødnr. 10;;2;;;;SPSK
HF-TH;042060-SPOR E;10180304;Isolerklæbestød: H;;;;;;
HF-TH;042060-SPOR E;10183915;Isolerklæbestød: V;;;;;;
HF-TH;042060-SPOR E;10334767;Isolerklæbestød km 60,478 spor E H;Højre;E;60,478 Km;55,408269190;12,126827010;
HF-TH;042060-SPOR E;10339820;Isolerklæbestød km 60,478 spor E V;Venstre;E;60,478 Km;55,408262510;12,126846370;
TH;042065-SPOR 1;10627655;Isolerklæbestød km 65,295 spor 1 H;Højre;1;65,295 Km;;;SPOR
TH;042065-SPOR 1;10627656;Isolerklæbestød km 65,295 spor 1 V;Venstre;1;65,295 Km;;;SPOR
TH;042065-SPOR 1;10627657;Isolerklæbestød km 65,832 spor 1 H;Højre;1;65,832 Km;;;SPOR
TH;042065-SPOR 1;10627658;Isolerklæbestød km 65,832 spor 1 V;Venstre;1;65,832 Km;;;SPOR
TH;042065-SPOR 2;10627659;Isolerklæbestød km 64,710 spor 2 H;Højre;2;64,710 Km;;;SPOR
TH;042065-SPOR 2;10627660;Isolerklæbestød km 64,710 spor 2 V;Venstre;2;64,710 Km;;;SPOR
TH;042065-SPOR 2;10627661;Isolerklæbestød km 64,770 spor 2 H;Højre;2;64,770 Km;;;SPOR
TH;042065-SPOR 2;10627662;Isolerklæbestød km 64,770 spor 2 V;Venstre;2;64,770 Km;;;SPOR
TH;042065-SPOR 2;10627663;Isolerklæbestød km 65,185 spor 2 H;Højre;2;65,185 Km;;;SPOR
TH;042065-SPOR 2;10627664;Isolerklæbestød km 65,185 spor 2 V;Venstre;2;65,185 Km;;;SPOR
TH;042065-SPOR 2;10627665;Isolerklæbestød km 65,295 spor 2 H;Højre;2;65,295 Km;;;SPOR
TH;042065-SPOR 2;10627666;Isolerklæbestød km 65,295 spor 2 V;Venstre;2;65,295 Km;;;SPOR
TH;042065-SPOR 2;10627667;Isolerklæbestød km 65,832 spor 2 H;Højre;2;65,832 Km;;;SPOR
TH;042065-SPOR 2;10627668;Isolerklæbestød km 65,832 spor 2 V;Venstre;2;65,832 Km;;;SPOR
TH;042065-SPOR 2;10627669;Isolerklæbestød km 65,925 spor 2 H;Højre;2;65,925 Km;;;SPOR
TH;042065-SPOR 2;10627670;Isolerklæbestød km 65,925 spor 2 V;Venstre;2;65,925 Km;;;SPOR
TH;042065-SPOR 2;10627671;Isolerklæbestød km 66,305 spor 2 H;Højre;2;66,305 Km;;;SPOR
TH;042065-SPOR 2;10627672;Isolerklæbestød km 66,305 spor 2 V;Venstre;2;66,305 Km;;;SPOR
TH;042065-SPOR 2;10627673;Isolerklæbestød km 66,365 spor 2 H;Højre;2;66,365 Km;;;SPOR
TH;042065-SPOR 2;10627674;Isolerklæbestød km 66,365 spor 2 V;Venstre;2;66,365 Km;;;SPOR
TH;042065-SPSK 01;10629270;Isolerklæbestød spsk 01 stødnr. 8;;2;;;;SPSK
TH;042065-SPSK 01;10629271;Isolerklæbestød spsk 01 stødnr. 10;;2;;;;SPSK
TH;042065-SPSK 02;10629272;Isolerklæbestød spsk 02 stødnr. 8;;2;;;;SPSK
TH;042065-SPSK 02;10629273;Isolerklæbestød spsk 02 stødnr. 10;;2;;;;SPSK
TH-HZ;042068-SPOR E;10180307;Isolerklæbestød: H;;;;;;
TH-HZ;042068-SPOR E;10183918;Isolerklæbestød: V;;;;;;
HZ;042075-SPOR 1;10627675;Isolerklæbestød km 73,480 spor 1 H;Højre;1;73,480 Km;;;SPOR
HZ;042075-SPOR 1;10627676;Isolerklæbestød km 73,480 spor 1 V;Venstre;1;73,480 Km;;;SPOR
HZ;042075-SPOR 1;10627677;Isolerklæbestød km 73,550 spor 1 H;Højre;1;73,550 Km;;;SPOR
HZ;042075-SPOR 1;10627678;Isolerklæbestød km 73,550 spor 1 V;Venstre;1;73,550 Km;;;SPOR
HZ;042075-SPOR 1;10627679;Isolerklæbestød km 73,985 spor 1 H;Højre;1;73,985 Km;;;SPOR
HZ;042075-SPOR 1;10627680;Isolerklæbestød km 73,985 spor 1 V;Venstre;1;73,985 Km;;;SPOR
HZ;042075-SPOR 1;10627681;Isolerklæbestød km 74,085 spor 1 H;Højre;1;74,085 Km;;;SPOR
HZ;042075-SPOR 1;10627682;Isolerklæbestød km 74,085 spor 1 V;Venstre;1;74,085 Km;;;SPOR
HZ;042075-SPOR 1;10627683;Isolerklæbestød km 74,570 spor 1 H;Højre;1;74,570 Km;;;SPOR
HZ;042075-SPOR 1;10627684;Isolerklæbestød km 74,570 spor 1 V;Venstre;1;74,570 Km;;;SPOR
HZ;042075-SPOR 1;10627685;Isolerklæbestød km 74,672 spor 1 H;Højre;1;74,672 Km;;;SPOR
HZ;042075-SPOR 1;10627686;Isolerklæbestød km 74,672 spor 1 V;Venstre;1;74,672 Km;;;SPOR
HZ;042075-SPOR 1;10627687;Isolerklæbestød km 75,105 spor 1 H;Højre;1;75,105 Km;;;SPOR
HZ;042075-SPOR 1;10627688;Isolerklæbestød km 75,105 spor 1 V;Venstre;1;75,105 Km;;;SPOR
HZ;042075-SPOR 1;10627689;Isolerklæbestød km 75,165 spor 1 H;Højre;1;75,165 Km;;;SPOR
HZ;042075-SPOR 1;10627690;Isolerklæbestød km 75,165 spor 1 V;Venstre;1;75,165 Km;;;SPOR
HZ;042075-SPOR 2;10627691;Isolerklæbestød km 74,055 spor 2 H;Højre;2;74,055 Km;;;SPOR
HZ;042075-SPOR 2;10627692;Isolerklæbestød km 74,055 spor 2 V;Venstre;2;74,055 Km;;;SPOR
HZ;042075-SPOR 2;10627693;Isolerklæbestød km 74,085 spor 2 V;Venstre;2;74,085 Km;;;SPOR
HZ;042075-SPOR 2;10627694;Isolerklæbestød km 74,570 spor 2 H;Højre;2;74,570 Km;;;SPOR
HZ;042075-SPOR 2;10627695;Isolerklæbestød km 74,570 spor 2 V;Venstre;2;74,570 Km;;;SPOR
HZ;042075-SPSK 01;10629274;Isolerklæbestød spsk 01 stødnr. 8;;1;;;;SPSK
HZ;042075-SPSK 01;10629275;Isolerklæbestød spsk 01 stødnr. 10;;1;;;;SPSK
HZ;042075-SPSK 02;10629276;Isolerklæbestød spsk 02 stødnr. 8;;1;;;;SPSK
HZ;042075-SPSK 02;10629277;Isolerklæbestød spsk 02 stødnr. 10;;1;;;;SPSK
HZ-OL;042076-SPOR E;10180310;Isolerklæbestød: H;;;;;;
HZ-OL;042076-SPOR E;10183921;Isolerklæbestød: V;;;;;;
OL;042085-SPOR 1;10627696;Isolerklæbestød km 84,925 spor 1 H;Højre;1;84,925 Km;;;SPOR
OL;042085-SPOR 1;10627697;Isolerklæbestød km 84,925 spor 1 V;Venstre;1;84,925 Km;;;SPOR
OL;042085-SPOR 1;10627698;Isolerklæbestød km 85,120 spor 1 V;Venstre;1;85,120 Km;;;SPOR
OL;042085-SPOR 1;10627699;Isolerklæbestød km 85,395 spor 1 H;Højre;1;85,395 Km;;;SPOR
OL;042085-SPOR 1;10627700;Isolerklæbestød km 85,395 spor 1 V;Venstre;1;85,395 Km;;;SPOR
OL;042085-SPOR 2;10627701;Isolerklæbestød km 84,315 spor 2 H;Højre;2;84,315 Km;;;SPOR
OL;042085-SPOR 2;10627702;Isolerklæbestød km 84,315 spor 2 V;Venstre;2;84,315 Km;;;SPOR
OL;042085-SPOR 2;10627703;Isolerklæbestød km 84,375 spor 2 H;Højre;2;84,375 Km;;;SPOR
OL;042085-SPOR 2;10627704;Isolerklæbestød km 84,375 spor 2 V;Venstre;2;84,375 Km;;;SPOR
OL;042085-SPOR 2;10627705;Isolerklæbestød km 84,802 spor 2 H;Højre;2;84,802 Km;;;SPOR
OL;042085-SPOR 2;10627706;Isolerklæbestød km 84,802 spor 2 V;Venstre;2;84,802 Km;;;SPOR
OL;042085-SPOR 2;10627707;Isolerklæbestød km 84,925 spor 2 H;Højre;2;84,925 Km;;;SPOR
OL;042085-SPOR 2;10627708;Isolerklæbestød km 84,925 spor 2 V;Venstre;2;84,925 Km;;;SPOR
OL;042085-SPOR 2;10627709;Isolerklæbestød km 85,120 spor 2 H;Højre;2;85,120 Km;;;SPOR
OL;042085-SPOR 2;10627710;Isolerklæbestød km 85,120 spor 2 V;Venstre;2;85,120 Km;;;SPOR
OL;042085-SPOR 2;10627711;Isolerklæbestød km 85,395 spor 2 H;Højre;2;85,395 Km;;;SPOR
OL;042085-SPOR 2;10627712;Isolerklæbestød km 85,495 spor 2 H;Højre;2;85,495 Km;;;SPOR
OL;042085-SPOR 2;10627713;Isolerklæbestød km 85,495 spor 2 V;Venstre;2;85,495 Km;;;SPOR
OL;042085-SPOR 2;10627714;Isolerklæbestød km 85,940 spor 2 H;Højre;2;85,940 Km;;;SPOR
OL;042085-SPOR 2;10627715;Isolerklæbestød km 85,940 spor 2 V;Venstre;2;85,940 Km;;;SPOR
OL;042085-SPOR 2;10627716;Isolerklæbestød km 85,999 spor 2 H;Højre;2;85,999 Km;;;SPOR
OL;042085-SPOR 2;10627717;Isolerklæbestød km 85,999 spor 2 V;Venstre;2;85,999 Km;;;SPOR
OL;042085-SPSK 01;10629278;Isolerklæbestød spsk 01 stødnr. 8;;2;;;;SPSK
OL;042085-SPSK 01;10629279;Isolerklæbestød spsk 01 stødnr. 10;;2;;;;SPSK
OL;042085-SPSK 02;10629280;Isolerklæbestød spsk 02 stødnr. 8;;2;;;;SPSK
OL;042085-SPSK 02;10629281;Isolerklæbestød spsk 02 stødnr. 10;;2;;;;SPSK
OL-NÆ;042086-SPOR E;10180313;Isolerklæbestød: H;;;;;;
OL-NÆ;042086-SPOR E;10183924;Isolerklæbestød: V;;;;;;
OL-NÆ;042086-SPOR E;10335272;Isolerklæbestød km 88,262 spor E H;Højre;E;88,262 Km;55,249020430;11,807430010;
OL-NÆ;042086-SPOR E;10340329;Isolerklæbestød km 88,262 spor E V;Venstre;E;88,262 Km;55,249007540;11,807430600;
RO-LJ;052034-SPOR H;10627894;Isolerklæbestød km 34,729 spor H H;Højre;H;34,729 Km;;;SPOR
RO-LJ;052034-SPOR H;10627895;Isolerklæbestød km 36,503 spor H H;Højre;H;36,503 Km;;;SPOR
RO-LJ;052034-SPOR H;10627896;Isolerklæbestød km 36,503 spor H V;Venstre;H;36,503 Km;;;SPOR
RO-LJ;052034-SPOR H;10627897;Isolerklæbestød km 36,628 spor H H;Højre;H;36,628 Km;;;SPOR
RO-LJ;052034-SPOR H;10627898;Isolerklæbestød km 36,628 spor H V;Venstre;H;36,628 Km;;;SPOR
RO-LJ;052034-SPOR H;10627899;Isolerklæbestød km 38,313 spor H H;Højre;H;38,313 Km;;;SPOR
RO-LJ;052034-SPOR V;10627900;Isolerklæbestød km 34,814 spor V V;Venstre;V;34,814 Km;;;SPOR
RO-LJ;052034-SPOR V;10627901;Isolerklæbestød km 36,709 spor V H;Højre;V;36,709 Km;;;SPOR
RO-LJ;052034-SPOR V;10627902;Isolerklæbestød km 36,709 spor V V;Venstre;V;36,709 Km;;;SPOR
RO-LJ;052034-SPOR V;10627903;Isolerklæbestød km 36,833 spor V H;Højre;V;36,833 Km;;;SPOR
RO-LJ;052034-SPOR V;10627904;Isolerklæbestød km 36,833 spor V V;Venstre;V;36,833 Km;;;SPOR
RO-LJ;052034-SPOR V;10627905;Isolerklæbestød km 38,273 spor V V;Venstre;V;38,273 Km;;;SPOR
LJ;052041-SPOR 1;10627906;Isolerklæbestød km 39,684 spor 1 H;Højre;1;39,684 Km;;;SPOR
LJ;052041-SPOR 1;10627907;Isolerklæbestød km 39,684 spor 1 V;Venstre;1;39,684 Km;;;SPOR
LJ;052041-SPOR 1;10627908;Isolerklæbestød km 40,215 spor 1 H;Højre;1;40,215 Km;;;SPOR
LJ;052041-SPOR 1;10627909;Isolerklæbestød km 40,215 spor 1 V;Venstre;1;40,215 Km;;;SPOR
LJ;052041-SPOR 1;10627910;Isolerklæbestød km 40,360 spor 1 H;Højre;1;40,360 Km;;;SPOR
LJ;052041-SPOR 1;10627911;Isolerklæbestød km 40,543 spor 1 H;Højre;1;40,543 Km;;;SPOR
LJ;052041-SPOR 1;10627912;Isolerklæbestød km 40,543 spor 1 V;Venstre;1;40,543 Km;;;SPOR
LJ;052041-SPOR 1;10627913;Isolerklæbestød km 41,150 spor 1 V;Venstre;1;41,150 Km;;;SPOR
LJ;052041-SPOR 1;10627914;Isolerklæbestød km 41,505 spor 1 H;Højre;1;41,505 Km;;;SPOR
LJ;052041-SPOR 1;10627915;Isolerklæbestød km 41,505 spor 1 V;Venstre;1;41,505 Km;;;SPOR
LJ;052041-SPOR 1;10627916;Isolerklæbestød km 41,675 spor 1 H;Højre;1;41,675 Km;;;SPOR
LJ;052041-SPOR 1;10627917;Isolerklæbestød km 41,675 spor 1 V;Venstre;1;41,675 Km;;;SPOR
LJ;052041-SPOR 2;10627918;Isolerklæbestød km 39,685 spor 2 H;Højre;2;39,685 Km;;;SPOR
LJ;052041-SPOR 2;10627919;Isolerklæbestød km 39,685 spor 2 V;Venstre;2;39,685 Km;;;SPOR
LJ;052041-SPOR 2;10627920;Isolerklæbestød km 40,215 spor 2 H;Højre;2;40,215 Km;;;SPOR
LJ;052041-SPOR 2;10627921;Isolerklæbestød km 40,215 spor 2 V;Venstre;2;40,215 Km;;;SPOR
LJ;052041-SPOR 2;10627922;Isolerklæbestød km 40,340 spor 2 V;Venstre;2;40,340 Km;;;SPOR
LJ;052041-SPOR 2;10627923;Isolerklæbestød km 40,543 spor 2 H;Højre;2;40,543 Km;;;SPOR
LJ;052041-SPOR 2;10627924;Isolerklæbestød km 40,543 spor 2 V;Venstre;2;40,543 Km;;;SPOR
LJ;052041-SPOR 2;10627925;Isolerklæbestød km 41,150 spor 2 H;Højre;2;41,150 Km;;;SPOR
LJ;052041-SPOR 2;10627926;Isolerklæbestød km 41,505 spor 2 H;Højre;2;41,505 Km;;;SPOR
LJ;052041-SPOR 2;10627927;Isolerklæbestød km 41,505 spor 2 V;Venstre;2;41,505 Km;;;SPOR
LJ;052041-SPOR 2;10627928;Isolerklæbestød km 41,675 spor 2 H;Højre;2;41,675 Km;;;SPOR
LJ;052041-SPOR 2;10627929;Isolerklæbestød km 41,675 spor 2 V;Venstre;2;41,675 Km;;;SPOR
LJ;052041-SPSK 04A;10629366;Isolerklæbestød spsk 04a stødnr. 8;;1;;;;SPSK
LJ;052041-SPSK 04A;10629367;Isolerklæbestød spsk 04a stødnr. 10;;1;;;;SPSK
LJ;052041-SPSK 04B;10629368;Isolerklæbestød spsk 04b stødnr. 8;;2;;;;SPSK
LJ;052041-SPSK 04B;10629369;Isolerklæbestød spsk 04b stødnr. 10;;2;;;;SPSK
LJ;052041-SPSK 04B;10629370;Isolerklæbestød spsk 04b stødnr. 13;;2;;;;SPSK
LJ;052041-SPSK 04B;10629371;Isolerklæbestød spsk 04b stødnr. 14;;2;;;;SPSK
LJ-HV;052042-SPOR 1.HSP;10627930;Isolerklæbestød km 44,476 spor 1.hsp H;Højre;1.hsp;44,476 Km;;;SPOR
LJ-HV;052042-SPOR 2.HSP;10627931;Isolerklæbestød km 44,476 spor 2.hsp V;Venstre;2.hsp;44,476 Km;;;SPOR
HV;052049-SPOR 1;10627932;Isolerklæbestød km 47,272 spor 1 H;Højre;1;47,272 Km;;;SPOR
HV;052049-SPOR 1;10627933;Isolerklæbestød km 47,272 spor 1 V;Venstre;1;47,272 Km;;;SPOR
HV;052049-SPOR 1;10627934;Isolerklæbestød km 47,405 spor 1 H;Højre;1;47,405 Km;;;SPOR
HV;052049-SPOR 1;10627935;Isolerklæbestød km 47,405 spor 1 V;Venstre;1;47,405 Km;;;SPOR
HV;052049-SPOR 1;10627936;Isolerklæbestød km 47,473 spor 1 H;Højre;1;47,473 Km;;;SPOR
HV;052049-SPOR 1;10627937;Isolerklæbestød km 47,473 spor 1 V;Venstre;1;47,473 Km;;;SPOR
HV;052049-SPOR 1;10627938;Isolerklæbestød km 47,588 spor 1 H;Højre;1;47,588 Km;;;SPOR
HV;052049-SPOR 1;10627939;Isolerklæbestød km 47,588 spor 1 V;Venstre;1;47,588 Km;;;SPOR
HV;052049-SPOR 1;10627940;Isolerklæbestød km 48,184 spor 1 H;Højre;1;48,184 Km;;;SPOR
HV;052049-SPOR 1;10627941;Isolerklæbestød km 48,184 spor 1 V;Venstre;1;48,184 Km;;;SPOR
HV;052049-SPOR 1;10627942;Isolerklæbestød km 48,704 spor 1 H;Højre;1;48,704 Km;;;SPOR
HV;052049-SPOR 1;10627943;Isolerklæbestød km 48,704 spor 1 V;Venstre;1;48,704 Km;;;SPOR
HV;052049-SPOR 1;10627944;Isolerklæbestød km 49,250 spor 1 H;Højre;1;49,250 Km;;;SPOR
HV;052049-SPOR 1;10627945;Isolerklæbestød km 49,250 spor 1 V;Venstre;1;49,250 Km;;;SPOR
HV;052049-SPOR 1;10627946;Isolerklæbestød km 49,820 spor 1 H;Højre;1;49,820 Km;;;SPOR
HV;052049-SPOR 1;10627947;Isolerklæbestød km 49,820 spor 1 V;Venstre;1;49,820 Km;;;SPOR
HV;052049-SPOR 1;10627948;Isolerklæbestød km 50,400 spor 1 H;Højre;1;50,400 Km;;;SPOR
HV;052049-SPOR 1;10627949;Isolerklæbestød km 50,400 spor 1 V;Venstre;1;50,400 Km;;;SPOR
HV;052049-SPOR 1;10627950;Isolerklæbestød km 50,552 spor 1 H;Højre;1;50,552 Km;;;SPOR
HV;052049-SPOR 1;10627951;Isolerklæbestød km 50,552 spor 1 V;Venstre;1;50,552 Km;;;SPOR
HV;052049-SPOR 2;10627952;Isolerklæbestød km 47,272 spor 2 H;Højre;2;47,272 Km;;;SPOR
HV;052049-SPOR 2;10627953;Isolerklæbestød km 47,272 spor 2 V;Venstre;2;47,272 Km;;;SPOR
HV;052049-SPOR 2;10627954;Isolerklæbestød km 47,405 spor 2 H;Højre;2;47,405 Km;;;SPOR
HV;052049-SPOR 2;10627955;Isolerklæbestød km 47,405 spor 2 V;Venstre;2;47,405 Km;;;SPOR
HV;052049-SPOR 2;10627956;Isolerklæbestød km 47,497 spor 2 H;Højre;2;47,497 Km;;;SPOR
HV;052049-SPOR 2;10627957;Isolerklæbestød km 47,497 spor 2 V;Venstre;2;47,497 Km;;;SPOR
HV;052049-SPOR 2;10627958;Isolerklæbestød km 47,607 spor 2 H;Højre;2;47,607 Km;;;SPOR
HV;052049-SPOR 2;10627959;Isolerklæbestød km 47,607 spor 2 V;Venstre;2;47,607 Km;;;SPOR
HV;052049-SPOR 2;10627960;Isolerklæbestød km 48,138 spor 2 H;Højre;2;48,138 Km;;;SPOR
HV;052049-SPOR 2;10627961;Isolerklæbestød km 48,138 spor 2 V;Venstre;2;48,138 Km;;;SPOR
HV;052049-SPOR 2;10627962;Isolerklæbestød km 48,184 spor 2 H;Højre;2;48,184 Km;;;SPOR
HV;052049-SPOR 2;10627963;Isolerklæbestød km 48,184 spor 2 V;Venstre;2;48,184 Km;;;SPOR
HV;052049-SPOR 2;10627964;Isolerklæbestød km 48,704 spor 2 H;Højre;2;48,704 Km;;;SPOR
HV;052049-SPOR 2;10627965;Isolerklæbestød km 48,704 spor 2 V;Venstre;2;48,704 Km;;;SPOR
HV;052049-SPOR 2;10627966;Isolerklæbestød km 49,250 spor 2 H;Højre;2;49,250 Km;;;SPOR
HV;052049-SPOR 2;10627967;Isolerklæbestød km 49,250 spor 2 V;Venstre;2;49,250 Km;;;SPOR
HV;052049-SPOR 2;10627968;Isolerklæbestød km 49,820 spor 2 H;Højre;2;49,820 Km;;;SPOR
HV;052049-SPOR 2;10627969;Isolerklæbestød km 49,820 spor 2 V;Venstre;2;49,820 Km;;;SPOR
HV;052049-SPOR 2;10627970;Isolerklæbestød km 50,400 spor 2 H;Højre;2;50,400 Km;;;SPOR
HV;052049-SPOR 2;10627971;Isolerklæbestød km 50,400 spor 2 V;Venstre;2;50,400 Km;;;SPOR
HV;052049-SPOR 2;10627972;Isolerklæbestød km 50,552 spor 2 H;Højre;2;50,552 Km;;;SPOR
HV;052049-SPOR 2;10627973;Isolerklæbestød km 50,552 spor 2 V;Venstre;2;50,552 Km;;;SPOR
HV;052049-SPSK 102A;10629372;Isolerklæbestød spsk 102a stødnr. 7;;2;;;;SPSK
HV;052049-SPSK 102A;10629373;Isolerklæbestød spsk 102a stødnr. 9;;2;;;;SPSK
HV;052049-SPSK 102B;10629374;Isolerklæbestød spsk 102b stødnr. 8;;2;;;;SPSK
HV;052049-SPSK 102B;10629375;Isolerklæbestød spsk 102b stødnr. 10;;2;;;;SPSK
